time,subject,controller,item,element,item_type,group,prime,completion,type,condition,exp
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,122,0,target10,NULL,Andrew spoke to the patrons of the supermarket that,were unhappy.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,151,0,prime25,NULL,The publisher approved the work of the editors who were,in town,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,152,0,target25,NULL,The crowd surrounded the car of the friends that,Crashed.,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,157,0,prime28,NULL,The tour guide led the excursion of the sightseers who were,from usa,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,158,0,target28,NULL,The professionals repaired the furniture of the residents that,was broken.,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,115,0,prime7,NULL,The commentator announced the score of the contestants which was,2000,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,116,0,target7,NULL,The police arrested the inhabitants of the building that,were drunk,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,161,0,prime30,NULL,The committee posted the survey of the homeowners who were,happy,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,162,0,target30,NULL,The biographer studied the photograph of the aristocrats that,were Russian,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,133,0,prime16,NULL,The firemen left the house of the hippies which was,brand new,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,134,0,target16,NULL,The archeologist uncovered the cave of the Neanderthals that,was lost,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,107,0,prime3,NULL,We passed the property of the landowners which was,flooded,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,108,0,target3,NULL,They increased the salary of the landscapers that,were poor,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,119,0,prime9,NULL,Everyone read the report of the scientists which was,Published,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,120,0,target9,NULL,Chris served the attendees of the party that,Were happy,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,195,0,prime47,NULL,The cast previewed the script of the playwrights who were,Smiling,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,196,0,target47,NULL,The collector approached the sellers of the antique that,Was found,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,105,0,prime2,NULL,The bartender found the receipt of the customers which was,found,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,106,0,target2,NULL,The staff cleaned the stage of the performers that,were tired,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,167,0,prime33,NULL,Sebastian took the recommendation of the agents who were,on stage.,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,168,0,target33,NULL,The activist joined the advocates of the cause that,saved children.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,189,0,prime44,NULL,The shopper heard the tantrum of the children who were,mad.,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,190,0,target44,NULL,Austin praised the developers of the game that,was nominated.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,145,0,prime22,NULL,Kurt set the schedule of the lawyers which was,Monday.,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,146,0,target22,NULL,We questioned the caretakers of the building that,were working.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,181,0,prime40,NULL,Claudio commemorated the adventure of the backpackers who were,having drinks,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,182,0,target40,NULL,The teacher resolved the dispute of the classmates,failure,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,135,0,prime17,NULL,We bought the company of the entrepreneurs which was,into technology.,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,136,0,target17,NULL,Jose built the shelter of the refugees that,was in town,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,113,0,prime6,NULL,The reporter visited the district of the voters which was,hurt by the storm.,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,114,0,target6,NULL,The spy described the hideout of the rebels that,were abused.,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,111,0,prime5,NULL,The critic entered the restaurant of the chefs which was,next-door.,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,112,0,target5,NULL,The plumber entered the bathroom of the residents that,were unhappy.,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,163,0,prime31,NULL,The panel rejected the submission of the collaborators who were,dishonest.,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,164,0,target31,NULL,The board fired the members of the organization that,stole money.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,125,0,prime12,NULL,Yvette organized the meeting of the agents which was,in the hotel.,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,126,0,target12,NULL,The physician treated the patients of the hospital that,were infected.,target,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,175,0,prime37,NULL,The adjustor checked the insurance of the drivers who were,at work.,target,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,176,0,target37,NULL,The bodybuilder followed the program of the trainers that,were in the competition.,target,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,147,0,prime23,NULL,The kids found the camp of the hikers which was,hidden.,target,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,148,0,target23,NULL,The volunteer helped the planners of the event that,get organized.,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,167,0,prime33,NULL,Sebastian took the recommendation of the agents which was,confusing,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,168,0,target33,NULL,The activist joined the advocates of the cause that,altered the situation,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,179,0,prime39,NULL,The doctor confirmed the diagnosis of the specialists which was,ultimately appropriate,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,180,0,target39,NULL,The minors vandalized the fence of the neighbors that,swore at them,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,163,0,prime31,NULL,The panel rejected the submission of the collaborators which was,inappropriate,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,164,0,target31,NULL,The board fired the members of the organization that,complained to them,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,197,0,prime48,NULL,The builders renovated the office of the coworkers which was,in disrepear,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,198,0,target48,NULL,Naomi liked the administrators of the department that,managed their affairs,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,107,0,prime3,NULL,We passed the property of the landowners who were,repairing it,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,108,0,target3,NULL,They increased the salary of the landscapers that,started the job anew,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,147,0,prime23,NULL,The kids found the camp of the hikers who were,in the woods,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,148,0,target23,NULL,The volunteer helped the planners of the event that,managed the fundraiser,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,145,0,prime22,NULL,Kurt set the schedule of the lawyers who were,on duty,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,146,0,target22,NULL,We questioned the caretakers of the building that,were overstaying their working hours,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,123,0,prime11,NULL,The landlord reviewed the lease of the tenants who were,renewing the contract,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,124,0,target11,NULL,The secretary contacted the signers of the petition that,were rioting,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,129,0,prime14,NULL,The prophet addressed the concern of the believers who were,uncertain,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,130,0,target14,NULL,The photographer captured the vacation of the sisters that,were present,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,161,0,prime30,NULL,The committee posted the survey of the homeowners which was,rather confusing,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,162,0,target30,NULL,The biographer studied the photograph of the aristocrats that,captured forests,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,173,0,prime36,NULL,The villager welcomed the arrival of the travellers which was,an early arrival,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,174,0,target36,NULL,The hero confronted the guardians of the treasure that,was hidden,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,143,0,prime21,NULL,Maxwell approved the blueprint of the architects who were,on duty,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,144,0,target21,NULL,She graded the pupils of the school that,studied music,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,105,0,prime2,NULL,The bartender found the receipt of the customers who were,eating,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,106,0,target2,NULL,The staff cleaned the stage of the performers that,was beautiful,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,177,0,prime38,NULL,The firm accepted the case of the clients which was,difficult,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,178,0,target38,NULL,The historian explained the legacy of the forefathers that,was true,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,135,0,prime17,NULL,We bought the company of the entrepreneurs who were,working,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,136,0,target17,NULL,Jose built the shelter of the refugees that,was small,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,169,0,prime34,NULL,The agency marketed the image of the models which was,beautiful,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,170,0,target34,NULL,The host invited the guests of the celebration that,was not attending,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,183,0,prime41,NULL,The superstar boarded the yacht of the partygoers which was,very full,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,184,0,target41,NULL,The teenager enjoyed the reunion of the relatives that,were able to attend,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,191,0,prime45,NULL,Natalya designed the uniform of the cheerleaders which was,confusing,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,192,0,target45,NULL,The veteran accompanied the climbers of the mountain that,was tall,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,195,0,prime47,NULL,The cast previewed the script of the playwrights which was,incomplete,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,196,0,target47,NULL,The collector approached the sellers of the antique that,sold millions,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,171,0,prime35,NULL,The filmmaker shot the video of the siblings which was,unique,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,172,0,target35,NULL,The expert identified the apprentices of the trade that,were in completition,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,185,0,prime42,NULL,The therapist analyzed the relationship of the spouses which was,toxic,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,186,0,target42,NULL,The servants maintained the palace of the noblemen that,lived there,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,131,0,prime15,NULL,The witness recognized the vehicle of the victims who were,present,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,132,0,target15,NULL,The coach lost the trophy of the athletes that,competed,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,141,0,prime20,NULL,The pilot flew the plane of the millionaires who were,unavailable,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,142,0,target20,NULL,Lee watched the groundskeepers of the garden that,stood tall,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,149,0,prime24,NULL,The assistant documented the journey of the anthropologists who were,studying artifacts,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,150,0,target24,NULL,The director resented the critics of the play that,was complicated,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,125,0,prime12,NULL,Yvette organized the meeting of the agents who were,working on the project,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,126,0,target12,NULL,The physician treated the patients of the hospital that,was going under,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,119,0,prime9,NULL,Everyone read the report of the scientists who were,working hard,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,120,0,target9,NULL,Chris served the attendees of the party that,were snacking,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,111,0,prime5,NULL,The critic entered the restaurant of the chefs who were,nervous,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,112,0,target5,NULL,The plumber entered the bathroom of the residents that,was boarded up,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,133,0,prime16,NULL,The firemen left the house of the hippies who were,living there,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,134,0,target16,NULL,The archeologist uncovered the cave of the Neanderthals that,was from centuries ago,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,193,0,prime46,NULL,The electrician left the kitchen of the housemates which was,stuffy,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,194,0,target46,NULL,The attorney sued the bosses of the institution that,was going under,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,127,0,prime13,NULL,The officer confiscated the inheritance of the brothers who were,indignants,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,128,0,target13,NULL,The tourist noticed the altar of the worshippers that,was beautiful,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,139,0,prime19,NULL,We criticized the viewpoint of the journalists who were,struggling,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,140,0,target19,NULL,They congratulated the winners of the tournament that,ran overtime,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,189,0,prime44,NULL,The shopper heard the tantrum of the children which was,very loud,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,190,0,target44,NULL,Austin praised the developers of the game that,was excellent,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,157,0,prime28,NULL,The tour guide led the excursion of the sightseers which was,invigorating,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,158,0,target28,NULL,The professionals repaired the furniture of the residents that,had lived there forever,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,113,0,prime6,NULL,The reporter visited the district of the voters who were,struggling hardest,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,114,0,target6,NULL,The spy described the hideout of the rebels that,lived there,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,155,0,prime27,NULL,The citizens respected the decision of the representatives which was,rather unique,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,156,0,target27,NULL,The public condemned the action of the accomplices that,hurt them,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,103,0,prime1,NULL,Fran corrected the manuscript of the authors who were,struggling with block,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,104,0,target1,NULL,Terry inspected the lawn of the parents that,were doing renovations,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,165,0,prime32,NULL,The shepherd understood the task of the ranchers which was,quite complex,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,166,0,target32,NULL,The amateur envied the players of the sport that,was soccer,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,117,0,prime8,NULL,The professor found the list of the students who were,truant,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,118,0,target8,NULL,The fans cheered for the recipients of the prize that,was large,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,187,0,prime43,NULL,The kingdom anticipated the return of the knights which was,delayed,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,188,0,target43,NULL,The technician consulted the programmers of the code that,was due,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,109,0,prime4,NULL,Leo viewed the painting of the kings who were,not present,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,110,0,target4,NULL,The FBI searched the boardroom of the executives that,was empty,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,137,0,prime18,NULL,Amara observed the rehearsal of the actors who were,practicing,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,138,0,target18,NULL,The janitor cleaned the dorm of the sophomores that,was messy,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,115,0,prime7,NULL,The commentator announced the score of the contestants who were,tied,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,116,0,target7,NULL,The police arrested the inhabitants of the building that,was demolished,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,175,0,prime37,NULL,The adjustor checked the insurance of the drivers which was,expired,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,176,0,target37,NULL,The bodybuilder followed the program of the trainers that,was complex in nature,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,121,0,prime10,NULL,The ruling impacted the village of the farmers who were,present,target,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,122,0,target10,NULL,Andrew spoke to the patrons of the supermarket that,was open 24/7,target,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,153,0,prime26,NULL,Raquel recorded the seminar of the mentors which was,online,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,154,0,target26,NULL,The corporation endorsed the promotion of the partners that,were present,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,181,0,prime40,NULL,Claudio commemorated the adventure of the backpackers which was,novel,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,182,0,target40,NULL,The teacher resolved the dispute of the classmates,on her own,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,151,0,prime25,NULL,The publisher approved the work of the editors which was,dilligent,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,152,0,target25,NULL,The crowd surrounded the car of the friends that,were showing off,target,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,159,0,prime29,NULL,The businessmen appreciated the contribution of the investors which was,timeous,target,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,160,0,target29,NULL,Xavier admired the skill of the bodyguards that,not many others could do,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,137,0,prime18,NULL,Amara observed the rehearsal of the actors who were,all very tired having worked all day.,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,138,0,target18,NULL,The janitor cleaned the dorm of the sophomores that,left for their summer break.,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,183,0,prime41,NULL,The superstar boarded the yacht of the partygoers which was,sailing to a remote island,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,184,0,target41,NULL,The teenager enjoyed the reunion of the relatives that,he hadn't seen in a long time,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,131,0,prime15,NULL,The witness recognized the vehicle of the victims who were,killed at the scene,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,132,0,target15,NULL,The coach lost the trophy of the athletes that,worked hard all season to win,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,195,0,prime47,NULL,The cast previewed the script of the playwrights which was,fascinating and a sure hit,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,196,0,target47,NULL,The collector approached the sellers of the antique that,was very valuable and sought after,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,177,0,prime38,NULL,The firm accepted the case of the clients which was,very controversial and sad,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,178,0,target38,NULL,The historian explained the legacy of the forefathers that,the audience was not aware of,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,111,0,prime5,NULL,The critic entered the restaurant of the chefs who were,preparing a feat for a large group of people,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,112,0,target5,NULL,The plumber entered the bathroom of the residents that,was flooded from an exploded pipe.,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,193,0,prime46,NULL,The electrician left the kitchen of the housemates which was,very messy and smelly.,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,194,0,target46,NULL,The attorney sued the bosses of the institution that,caused him financial hardship,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,173,0,prime36,NULL,The villager welcomed the arrival of the travellers which was,a goodwill thing to do as they were very tired,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,174,0,target36,NULL,The hero confronted the guardians of the treasure that,insisted that they leave right away,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,165,0,prime32,NULL,The shepherd understood the task of the ranchers which was,to herd the cows and horses in their pens,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,166,0,target32,NULL,The amateur envied the players of the sport that,he enjoyed watching and playing,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,191,0,prime45,NULL,Natalya designed the uniform of the cheerleaders which was,grey with red stripes,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,192,0,target45,NULL,The veteran accompanied the climbers of the mountain that,was the highest in the region,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,143,0,prime21,NULL,Maxwell approved the blueprint of the architects who were,eager to build the house,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,144,0,target21,NULL,She graded the pupils of the school that,were in advanced classes,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,189,0,prime44,NULL,The shopper heard the tantrum of the children which was,very annoying and loud.,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,190,0,target44,NULL,Austin praised the developers of the game that,created a new virtual world to play in,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,139,0,prime19,NULL,We criticized the viewpoint of the journalists who were,untruthful in their reporting,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,140,0,target19,NULL,They congratulated the winners of the tournament that,was held at the coliseum,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,103,0,prime1,NULL,Fran corrected the manuscript of the authors who were,waiting for their approval,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,104,0,target1,NULL,Terry inspected the lawn of the parents that,had hired a landscaping company,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,115,0,prime7,NULL,The commentator announced the score of the contestants who were,laughing and having a good time,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,116,0,target7,NULL,The police arrested the inhabitants of the building that,made illicit drug sales,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,125,0,prime12,NULL,Yvette organized the meeting of the agents who were,going to make up the task force.,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,126,0,target12,NULL,The physician treated the patients of the hospital that,were most in need.,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,161,0,prime30,NULL,The committee posted the survey of the homeowners which was,available to anyone who wanted to view it.,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,162,0,target30,NULL,The biographer studied the photograph of the aristocrats that,was found in the box of photos.,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,123,0,prime11,NULL,The landlord reviewed the lease of the tenants who were,looking for a larger apartment.,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,124,0,target11,NULL,The secretary contacted the signers of the petition that,left their phone numbers.,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,167,0,prime33,NULL,Sebastian took the recommendation of the agents which was,to update his resume and headshots.,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,168,0,target33,NULL,The activist joined the advocates of the cause that,helped her when she was younger.,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,181,0,prime40,NULL,Claudio commemorated the adventure of the backpackers which was,televised.,target,InAn-high,exp2
