time,subject,controller,item,element,item_type,group,prime,completion,code,condition,exp
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,172,0,target35,NULL,The expert identified the apprentices of the trade that,they were in.,L,AnIn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,172,0,target35,NULL,The expert identified the apprentices of the trade that,were stolen and gone wrong,H,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,172,0,target35,NULL,The expert identified the apprentices of the trade that,helped crack the government's code.,A,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,172,0,target35,NULL,The expert identified the apprentices of the trade that,won the competition.,H,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,172,0,target35,NULL,The expert identified the apprentices of the trade that,were in completition,H,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,172,0,target35,NULL,The expert identified the apprentices of the trade that,were responsible for the mishap,H,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,172,0,target35,NULL,The expert identified the apprentices of the trade that,they were making.,L,AnIn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,172,0,target35,NULL,The expert identified the apprentices of the trade that,was wrong,L,AnIn,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,118,0,target8,NULL,The fans cheered for the recipients of the prize that,was won.,L,AnIn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,118,0,target8,NULL,The fans cheered for the recipients of the prize that,they all went partying,U,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,118,0,target8,NULL,The fans cheered for the recipients of the prize that,was worth a thousand dollars.,L,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,118,0,target8,NULL,The fans cheered for the recipients of the prize that,won,H,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,118,0,target8,NULL,The fans cheered for the recipients of the prize that,was large,L,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,118,0,target8,NULL,The fans cheered for the recipients of the prize that,could change their lives.,L,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,118,0,target8,NULL,The fans cheered for the recipients of the prize that,they had worked so hard for.,L,AnIn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,118,0,target8,NULL,The fans cheered for the recipients of the prize that,was wrong,L,AnIn,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,110,0,target4,NULL,The FBI searched the boardroom of the executives that,committed a crime.,L,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,110,0,target4,NULL,The FBI searched the boardroom of the executives that,were victims of the murder/crime scene,L,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,110,0,target4,NULL,The FBI searched the boardroom of the executives that,contained the illegal drugs.,H,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,110,0,target4,NULL,The FBI searched the boardroom of the executives that,were in question.,L,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,110,0,target4,NULL,The FBI searched the boardroom of the executives that,was empty,H,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,110,0,target4,NULL,The FBI searched the boardroom of the executives that,were hiding evidence,L,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,110,0,target4,NULL,The FBI searched the boardroom of the executives that,had been accused of fraud.,L,InAn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,110,0,target4,NULL,The FBI searched the boardroom of the executives that,were wrong,L,InAn,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,171,0,prime35,NULL,The filmmaker shot the video of the siblings which was,not good quality.,H,InAn-high,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,171,0,prime35,NULL,The filmmaker shot the video of the siblings which was,making a movie,A,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,171,0,prime35,NULL,The filmmaker shot the video of the siblings which was,unique,H,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,171,0,prime35,NULL,The filmmaker shot the video of the siblings which was,made viral through a facebook post,H,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,171,0,prime35,NULL,The filmmaker shot the video of the siblings who were,conjoined by the head.,L,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,171,0,prime35,NULL,The filmmaker shot the video of the siblings who were,playing sports.,L,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,171,0,prime35,NULL,The filmmaker shot the video of the siblings who were,fighting.,L,InAn-low,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,171,0,prime35,NULL,The filmmaker shot the video of the siblings who were,wrong,L,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,133,0,prime16,NULL,The firemen left the house of the hippies which was,full of drug addicts.,H,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,133,0,prime16,NULL,The firemen left the house of the hippies which was,brand new,H,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,133,0,prime16,NULL,The firemen left the house of the hippies which was,not actually on fire.,H,InAn-high,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,133,0,prime16,NULL,The firemen left the house of the hippies which was,wrong,H,InAn-high,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,133,0,prime16,NULL,The firemen left the house of the hippies who were,getting high.,L,InAn-low,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,133,0,prime16,NULL,The firemen left the house of the hippies who were,drunk,L,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,133,0,prime16,NULL,The firemen left the house of the hippies who were,living there,L,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,133,0,prime16,NULL,The firemen left the house of the hippies who were,all safe and thankful for his help.,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,177,0,prime38,NULL,The firm accepted the case of the clients which was,an easy win.,H,InAn-high,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,177,0,prime38,NULL,The firm accepted the case of the clients which was,awesome,H,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,177,0,prime38,NULL,The firm accepted the case of the clients which was,difficult,H,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,177,0,prime38,NULL,The firm accepted the case of the clients which was,very controversial and sad,H,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,177,0,prime38,NULL,The firm accepted the case of the clients who were,hit by the tractor trailer.,L,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,177,0,prime38,NULL,The firm accepted the case of the clients who were,injured in the car crash.,L,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,177,0,prime38,NULL,The firm accepted the case of the clients who were,desperate for help.,L,InAn-low,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,177,0,prime38,NULL,The firm accepted the case of the clients who were,wrong,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,174,0,target36,NULL,The hero confronted the guardians of the treasure that,stood in their way.,H,AnIn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,174,0,target36,NULL,The hero confronted the guardians of the treasure that,were fromengland,H,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,174,0,target36,NULL,The hero confronted the guardians of the treasure that,discovered its secrets.,H,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,174,0,target36,NULL,The hero confronted the guardians of the treasure that,was found.,L,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,174,0,target36,NULL,The hero confronted the guardians of the treasure that,was hidden,L,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,174,0,target36,NULL,The hero confronted the guardians of the treasure that,insisted that they leave right away,H,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,174,0,target36,NULL,The hero confronted the guardians of the treasure that,stood in his way.,H,AnIn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,174,0,target36,NULL,The hero confronted the guardians of the treasure that,was full,L,AnIn,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,178,0,target38,NULL,The historian explained the legacy of the forefathers that,had lived there.,L,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,178,0,target38,NULL,The historian explained the legacy of the forefathers that,people went wow,A,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,178,0,target38,NULL,The historian explained the legacy of the forefathers that,helped us all be free today.,A,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,178,0,target38,NULL,The historian explained the legacy of the forefathers that,started the foundation,L,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,178,0,target38,NULL,The historian explained the legacy of the forefathers that,was true,H,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,178,0,target38,NULL,The historian explained the legacy of the forefathers that,the audience was not aware of,H,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,178,0,target38,NULL,The historian explained the legacy of the forefathers that,had established many policies for the country.,L,InAn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,178,0,target38,NULL,The historian explained the legacy of the forefathers that,explained how to curv ebullets,L,InAn,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,170,0,target34,NULL,The host invited the guests of the celebration that,raged on through the night.,L,AnIn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,170,0,target34,NULL,The host invited the guests of the celebration that,just started,L,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,170,0,target34,NULL,The host invited the guests of the celebration that,he liked the most.,H,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,170,0,target34,NULL,The host invited the guests of the celebration that,were available.,H,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,170,0,target34,NULL,The host invited the guests of the celebration that,was not attending,A,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,170,0,target34,NULL,The host invited the guests of the celebration that,started their cultural holiday.,L,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,170,0,target34,NULL,The host invited the guests of the celebration that,night to a toast.,U,AnIn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,170,0,target34,NULL,The host invited the guests of the celebration that,were happy,H,AnIn,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,138,0,target18,NULL,The janitor cleaned the dorm of the sophomores that,puked last night.,L,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,138,0,target18,NULL,The janitor cleaned the dorm of the sophomores that,made a mess,L,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,138,0,target18,NULL,The janitor cleaned the dorm of the sophomores that,smelled like death.,H,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,138,0,target18,NULL,The janitor cleaned the dorm of the sophomores that,was flooded.,H,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,138,0,target18,NULL,The janitor cleaned the dorm of the sophomores that,was messy,H,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,138,0,target18,NULL,The janitor cleaned the dorm of the sophomores that,left for their summer break.,L,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,138,0,target18,NULL,The janitor cleaned the dorm of the sophomores that,was disgusting.,H,InAn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,138,0,target18,NULL,The janitor cleaned the dorm of the sophomores that,was wrong,H,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,147,0,prime23,NULL,The kids found the camp of the hikers which was,hidden away.,H,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,147,0,prime23,NULL,The kids found the camp of the hikers which was,hidden.,H,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,147,0,prime23,NULL,The kids found the camp of the hikers which was,hidden away from the trail.,H,InAn-high,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,147,0,prime23,NULL,The kids found the camp of the hikers which was,wrong,H,InAn-high,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,147,0,prime23,NULL,The kids found the camp of the hikers who were,dead.,L,InAn-low,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,147,0,prime23,NULL,The kids found the camp of the hikers who were,lost,L,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,147,0,prime23,NULL,The kids found the camp of the hikers who were,in the woods,L,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,147,0,prime23,NULL,The kids found the camp of the hikers who were,out hunting in the forest,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,187,0,prime43,NULL,The kingdom anticipated the return of the knights which was,long awaited.,H,InAn-high,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,187,0,prime43,NULL,The kingdom anticipated the return of the knights which was,nice,H,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,187,0,prime43,NULL,The kingdom anticipated the return of the knights which was,delayed,H,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,187,0,prime43,NULL,The kingdom anticipated the return of the knights which was,a grand affair that all would attend,H,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,187,0,prime43,NULL,The kingdom anticipated the return of the knights who were,skilled in swordsmanship.,L,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,187,0,prime43,NULL,The kingdom anticipated the return of the knights who were,lost.,L,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,187,0,prime43,NULL,The kingdom anticipated the return of the knights who were,away for many years.,L,InAn-low,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,187,0,prime43,NULL,The kingdom anticipated the return of the knights who were,wrong,L,InAn-low,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,123,0,prime11,NULL,The landlord reviewed the lease of the tenants which was,set to expire.,H,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,123,0,prime11,NULL,The landlord reviewed the lease of the tenants which was,ill.,A,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,123,0,prime11,NULL,The landlord reviewed the lease of the tenants which was,getting ready to expire.,H,InAn-high,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,123,0,prime11,NULL,The landlord reviewed the lease of the tenants which was,wrong,H,InAn-high,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,123,0,prime11,NULL,The landlord reviewed the lease of the tenants who were,late on rent.,L,InAn-low,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,123,0,prime11,NULL,The landlord reviewed the lease of the tenants who were,late,L,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,123,0,prime11,NULL,The landlord reviewed the lease of the tenants who were,renewing the contract,L,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,123,0,prime11,NULL,The landlord reviewed the lease of the tenants who were,looking for a larger apartment.,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,180,0,target39,NULL,The minors vandalized the fence of the neighbors that,they didn't know.,L,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,180,0,target39,NULL,The minors vandalized the fence of the neighbors that,was new,H,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,180,0,target39,NULL,The minors vandalized the fence of the neighbors that,called them names earlier.,L,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,180,0,target39,NULL,The minors vandalized the fence of the neighbors that,was broken.,H,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,180,0,target39,NULL,The minors vandalized the fence of the neighbors that,swore at them,L,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,180,0,target39,NULL,The minors vandalized the fence of the neighbors that,had just been put up last month.,H,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,180,0,target39,NULL,The minors vandalized the fence of the neighbors that,separated the houses.,H,InAn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,180,0,target39,NULL,The minors vandalized the fence of the neighbors that,was candy,H,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,127,0,prime13,NULL,The officer confiscated the inheritance of the brothers which was,found to be illegally obtained.,H,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,127,0,prime13,NULL,The officer confiscated the inheritance of the brothers which was,stolen.,H,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,127,0,prime13,NULL,The officer confiscated the inheritance of the brothers which was,acquired illegally.,H,InAn-high,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,127,0,prime13,NULL,The officer confiscated the inheritance of the brothers which was,FALSE,H,InAn-high,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,127,0,prime13,NULL,The officer confiscated the inheritance of the brothers who were,in prison.,L,InAn-low,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,127,0,prime13,NULL,The officer confiscated the inheritance of the brothers who were,robbing a bank,L,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,127,0,prime13,NULL,The officer confiscated the inheritance of the brothers who were,indignants,L,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,127,0,prime13,NULL,The officer confiscated the inheritance of the brothers who were,being investigated for fraud.,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,163,0,prime31,NULL,The panel rejected the submission of the collaborators which was,insufficient.,H,InAn-high,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,163,0,prime31,NULL,The panel rejected the submission of the collaborators which was,bad,H,InAn-high,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,163,0,prime31,NULL,The panel rejected the submission of the collaborators which was,inappropriate,H,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,163,0,prime31,NULL,The panel rejected the submission of the collaborators which was,unheard of this late in the competition.,H,InAn-high,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,163,0,prime31,NULL,The panel rejected the submission of the collaborators who were,caught cheating.,L,InAn-low,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,163,0,prime31,NULL,The panel rejected the submission of the collaborators who were,dishonest.,L,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,163,0,prime31,NULL,The panel rejected the submission of the collaborators who were,trying to build a new subdivision.,L,InAn-low,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,163,0,prime31,NULL,The panel rejected the submission of the collaborators who were,wrong,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,130,0,target14,NULL,The photographer captured the vacation of the sisters that,went to Hawaii.,L,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,130,0,target14,NULL,The photographer captured the vacation of the sisters that,were by the beach,L,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,130,0,target14,NULL,The photographer captured the vacation of the sisters that,were celebrating their birthdays.,L,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,130,0,target14,NULL,The photographer captured the vacation of the sisters that,were on the boat,L,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,130,0,target14,NULL,The photographer captured the vacation of the sisters that,were present,L,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,130,0,target14,NULL,The photographer captured the vacation of the sisters that,they had planned for 18 months.,H,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,130,0,target14,NULL,The photographer captured the vacation of the sisters that,afternoon on the beach.,U,InAn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,130,0,target14,NULL,The photographer captured the vacation of the sisters that,was false,U,InAn,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,126,0,target12,NULL,The physician treated the patients of the hospital that,were sick.,H,AnIn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,126,0,target12,NULL,The physician treated the patients of the hospital that,they would be cured,U,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,126,0,target12,NULL,The physician treated the patients of the hospital that,took care of low income patients.,L,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,126,0,target12,NULL,The physician treated the patients of the hospital that,were infected.,H,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,126,0,target12,NULL,The physician treated the patients of the hospital that,was going under,L,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,126,0,target12,NULL,The physician treated the patients of the hospital that,were most in need.,H,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,126,0,target12,NULL,The physician treated the patients of the hospital that,he worked in.,L,AnIn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,126,0,target12,NULL,The physician treated the patients of the hospital that,were sick,H,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,141,0,prime20,NULL,The pilot flew the plane of the millionaires which was,worth over a million dollars.,H,InAn-high,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,141,0,prime20,NULL,The pilot flew the plane of the millionaires which was,a private jet.,H,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,141,0,prime20,NULL,The pilot flew the plane of the millionaires which was,bound for Spain.,H,InAn-high,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,141,0,prime20,NULL,The pilot flew the plane of the millionaires which was,wrong,U,InAn-high,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,141,0,prime20,NULL,The pilot flew the plane of the millionaires who were,going to Hawaii.,L,InAn-low,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,141,0,prime20,NULL,The pilot flew the plane of the millionaires who were,famous,L,InAn-low,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,141,0,prime20,NULL,The pilot flew the plane of the millionaires who were,unavailable,L,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,141,0,prime20,NULL,The pilot flew the plane of the millionaires who were,heading to the island.,L,InAn-low,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,112,0,target5,NULL,The plumber entered the bathroom of the residents that,were pooping.,L,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,112,0,target5,NULL,The plumber entered the bathroom of the residents that,had a big problem,L,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,112,0,target5,NULL,The plumber entered the bathroom of the residents that,had a backed up toilet.,L,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,112,0,target5,NULL,The plumber entered the bathroom of the residents that,were unhappy.,L,InAn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,112,0,target5,NULL,The plumber entered the bathroom of the residents that,was boarded up,H,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,112,0,target5,NULL,The plumber entered the bathroom of the residents that,was flooded from an exploded pipe.,H,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,112,0,target5,NULL,The plumber entered the bathroom of the residents that,had the leak.,H,InAn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,112,0,target5,NULL,The plumber entered the bathroom of the residents that,was wrong,H,InAn,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,116,0,target7,NULL,The police arrested the inhabitants of the building that,were on drugs.,H,AnIn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,116,0,target7,NULL,The police arrested the inhabitants of the building that,went on fire,L,AnIn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,116,0,target7,NULL,The police arrested the inhabitants of the building that,were squatting there illegally.,H,AnIn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,116,0,target7,NULL,The police arrested the inhabitants of the building that,were drunk,H,AnIn,exp2
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,116,0,target7,NULL,The police arrested the inhabitants of the building that,was demolished,L,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,116,0,target7,NULL,The police arrested the inhabitants of the building that,made illicit drug sales,H,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,116,0,target7,NULL,The police arrested the inhabitants of the building that,had been condemned.,L,AnIn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,116,0,target7,NULL,The police arrested the inhabitants of the building that,had a stash of aks,A,AnIn,exp2
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,158,0,target28,NULL,The professionals repaired the furniture of the residents that,broke it.,L,InAn,exp2
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,158,0,target28,NULL,The professionals repaired the furniture of the residents that,moved here last month,L,InAn,exp2
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,158,0,target28,NULL,The professionals repaired the furniture of the residents that,didn't have much money,L,InAn,exp2
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,158,0,target28,NULL,The professionals repaired the furniture of the residents that,was broken.,H,InAn,exp2
